measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2005,30631.1651618,40260.4911723,23524.6477826
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2005,85405337.7356,88791469.0761,82207956.9863
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2005,353583.428449,491627.036605,270164.243593
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2005,6978665.5852,7884787.45546,6222128.863
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2005,2670383.62013,3740669.97572,1897180.96071
Incidence,Global,Both,All Ages,Dengue,Number,2005,54267252.2876,89591938.3653,20337767.6199
Incidence,Global,Both,All Ages,Yellow fever,Number,2005,142307.203052,373619.008461,41543.4113367
Incidence,Global,Both,All Ages,Ebola,Number,2004,48.4864847926,58.283995009,38.4458672664
Incidence,Global,Both,All Ages,Ebola,Number,2005,30.2537196673,38.9693825776,22.8778419599
Incidence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2005,8648178.7163,9828018.95953,7690232.403
Incidence,Global,Both,All Ages,Zika virus,Number,2005,0.0,0.0,0.0
Incidence,Global,Both,All Ages,Guinea worm disease,Number,2005,10670.3664218,10873.9072782,10467.4693589
Incidence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2005,316986.831986,361424.45284,280416.906691
Incidence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2005,6443.25431472,7437.90619721,5619.95249402
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2002,7407.5910514,10341.5566423,5032.98820763
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2006,7957.51279946,11232.0437677,5240.07112722
Incidence,Global,Both,All Ages,Hepatitis,Number,2006,512574141.737,859328473.77,250702709.456
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2006,322492793.037,672420914.772,68735514.9671
Incidence,Global,Both,All Ages,Hepatitis B,Number,2006,154681399.893,197419176.638,120212479.161
Incidence,Global,Both,All Ages,Hepatitis C,Number,2006,6747564.77337,7326805.55546,6193252.27448
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2006,28652384.0339,31698403.3055,25789791.5623
Incidence,Global,Both,All Ages,Leprosy,Number,2006,57439.7533622,60306.3363961,55050.7655589
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2006,24938.0435747,32790.4998387,19253.4974082
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2006,84306290.9881,87841752.5387,81061019.3188
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2006,331264.371549,461002.251518,252821.555644
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2006,7102055.63163,8062059.09901,6285020.26172
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2006,2743023.83118,3980961.65958,1877186.05287
Incidence,Global,Both,All Ages,Dengue,Number,2006,57688258.6156,93929321.3962,23812044.2025
Incidence,Global,Both,All Ages,Yellow fever,Number,2006,137116.058439,358621.922636,40080.2557525
Incidence,Global,Both,All Ages,Rabies,Number,2006,25035.9635843,32408.109777,15283.2601629
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2006,26966400.9852,34121703.1623,18651932.9013
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2006,485934721.239,530021762.621,444297858.036
Incidence,Global,Both,All Ages,Syphilis,Number,2006,35466110.3416,45498279.1788,27808562.0229
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2006,70175692.6511,86032181.4725,57049106.7542
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2006,157407798.751,190800019.519,127616019.672
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2006,129397630.001,149791510.873,110124382.227
Incidence,Global,Both,All Ages,Genital herpes,Number,2006,52777021.0351,61835948.9863,45650544.2192
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2006,40710468.4592,48008824.2026,34803111.9524
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2008,8214.63401485,11394.4945474,5578.46198762
Incidence,Global,Both,All Ages,Malaria,Number,2008,234338128.006,274644968.019,199097283.451
Incidence,Global,Both,All Ages,Chagas disease,Number,2008,197459.022084,233327.299494,168345.794639
Incidence,Global,Both,All Ages,Leishmaniasis,Number,2008,1024343.71687,1179753.88539,907313.392577
Incidence,Global,Both,All Ages,Visceral leishmaniasis,Number,2008,257462.871942,269445.69054,242391.119097
Incidence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2008,766880.84493,921055.672024,655600.050892
Incidence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2008,8520138.72936,9661444.63103,7635914.59789
Incidence,Global,Both,All Ages,Zika virus,Number,2008,0.0,0.0,0.0
Incidence,Global,Both,All Ages,Guinea worm disease,Number,2008,3006.77088922,3090.32116635,2922.48769328
Incidence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2008,306646.36462,344336.210125,275278.406693
Incidence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2008,9125.55774399,10295.5837104,8148.29117193
Incidence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2008,1758865.92021,2331487.88928,1315057.25149
Incidence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2008,49093.6309477,66449.1673173,33208.2564392
Incidence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2008,706.058597961,1070.97775023,462.870445488
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2007,8079.7628656,11201.4309891,5492.43364564
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2007,20404.681264,26220.6325627,16278.0682673
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2007,83818344.3427,87354083.521,80284439.1161
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2007,274458.941698,340254.519234,226225.449345
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2007,7291149.84489,8235125.32817,6432499.75283
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2007,2828837.20931,4074984.95559,1887790.37159
Incidence,Global,Both,All Ages,Dengue,Number,2007,61790906.0574,97323193.5172,28972947.5249
Incidence,Global,Both,All Ages,Yellow fever,Number,2007,131068.031666,309598.33906,37232.8243497
Incidence,Global,Both,All Ages,Rabies,Number,2007,22897.6522641,31011.9807237,14213.5844676
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2007,27451535.3058,34374136.4476,19042060.4373
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2007,492398389.756,535732717.577,450446074.659
Incidence,Global,Both,All Ages,Otitis media,Number,2003,411498283.481,537675104.331,336059755.479
Incidence,Global,Both,All Ages,Meningitis,Number,2003,2481376.77187,2872211.73832,2210926.091
Incidence,Global,Both,All Ages,Pneumococcal meningitis,Number,2003,697977.113866,851760.168383,581984.52694
Incidence,Global,Both,All Ages,H influenzae type B meningitis,Number,2003,716850.880173,886311.617979,591058.426715
Incidence,Global,Both,All Ages,Meningococcal meningitis,Number,2003,449948.338455,547221.951666,361350.120201
Incidence,Global,Both,All Ages,Other meningitis,Number,2003,616600.43938,720387.607758,528609.741233
Incidence,Global,Both,All Ages,Encephalitis,Number,2003,5690217.77848,6191661.69595,5194281.02864
Incidence,Global,Both,All Ages,Diphtheria,Number,2003,13595.1064327,17420.9963361,10907.004828
Incidence,Global,Both,All Ages,Whooping cough,Number,2003,16388296.6014,20331930.7089,12855395.3992
Incidence,Global,Both,All Ages,Tetanus,Number,2003,303452.668999,372258.917199,179002.662525
Incidence,Global,Both,All Ages,Measles,Number,2003,29635142.5956,63321841.047,10748083.6112
Incidence,Global,Both,All Ages,Varicella and herpes zoster,Number,2003,133770656.33,138057076.153,130330986.896
Incidence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2003,399531718.397,455207356.209,350599394.173
Incidence,Global,Both,All Ages,Malaria,Number,2003,239832153.663,281786195.874,201433141.286
Incidence,Global,Both,All Ages,Chagas disease,Number,2003,195628.31306,231511.782741,165980.480454
Incidence,Global,Both,All Ages,Leishmaniasis,Number,2003,851830.469157,979581.601595,744095.955533
Incidence,Global,Both,All Ages,Visceral leishmaniasis,Number,2003,208565.125986,220735.210228,194317.885867
Incidence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2003,643265.343171,771431.303568,532234.29108
Incidence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2003,11551846.6218,13022088.885,10351103.6189
Incidence,Global,Both,All Ages,Tuberculosis,Number,2003,8964656.80901,10141263.9269,8055995.8262
Incidence,Global,Both,All Ages,HIV/AIDS,Number,2003,2587189.81279,3228283.60384,2079807.53906
Incidence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2003,2587189.81279,3228283.60384,2079807.53906
Incidence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2003,20790812466.7,22923512473.5,19325731914.2
Incidence,Global,Both,All Ages,Diarrheal diseases,Number,2003,4040215050.54,4272051794.84,3847120931.21
Incidence,Global,Both,All Ages,Intestinal infectious diseases,Number,2003,19569997.9995,22544856.9235,17203098.6745
Incidence,Global,Both,All Ages,Typhoid fever,Number,2003,15144447.2439,17675173.5858,13241662.7789
Incidence,Global,Both,All Ages,Paratyphoid fever,Number,2003,4425550.7556,5027733.525,3854416.82201
Incidence,Global,Both,All Ages,Lower respiratory infections,Number,2003,267455903.639,287523911.861,243935965.156
Incidence,Global,Both,All Ages,Upper respiratory infections,Number,2003,15863790493.2,18049785259.8,14353099365.5
Incidence,Global,Both,All Ages,Ebola,Number,2008,104.027665408,126.509055027,81.6816252391
Incidence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2008,11154520.048,12477692.0465,10030154.3234
Incidence,Global,Both,All Ages,Tuberculosis,Number,2008,8835910.65172,10003221.6218,7918073.05714
Incidence,Global,Both,All Ages,HIV/AIDS,Number,2008,2318609.3963,2795674.85784,1948261.91693
Incidence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2008,2318609.3963,2795674.85784,1948261.91693
Incidence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2008,21691203023.0,23904815339.3,20211044367.4
Incidence,Global,Both,All Ages,Diarrheal diseases,Number,2008,4234674363.31,4469275183.29,4030969212.15
Incidence,Global,Both,All Ages,Intestinal infectious diseases,Number,2008,17686269.8987,20339628.8266,15546458.6006
Incidence,Global,Both,All Ages,Typhoid fever,Number,2008,13596308.7812,15843682.2862,11861977.1563
Incidence,Global,Both,All Ages,Paratyphoid fever,Number,2008,4089961.1175,4629050.53675,3568177.76177
Incidence,Global,Both,All Ages,Lower respiratory infections,Number,2008,285125048.374,305733192.348,261335477.923
Incidence,Global,Both,All Ages,Upper respiratory infections,Number,2008,16545108490.8,18808542154.8,14989516404.3
Incidence,Global,Both,All Ages,Otitis media,Number,2008,425494648.776,554269746.991,348167484.989
Incidence,Global,Both,All Ages,Meningitis,Number,2008,2587714.41399,2992202.41843,2306232.34005
Incidence,Global,Both,All Ages,Pneumococcal meningitis,Number,2008,750516.605444,919065.807309,624690.126782
Incidence,Global,Both,All Ages,H influenzae type B meningitis,Number,2008,620442.474498,780897.75218,503438.079473
Incidence,Global,Both,All Ages,Meningococcal meningitis,Number,2008,493914.037057,602456.642867,394183.223071
Incidence,Global,Both,All Ages,Other meningitis,Number,2008,722841.296989,848474.361357,617074.909148
Incidence,Global,Both,All Ages,Encephalitis,Number,2008,5961308.58891,6451157.76813,5470268.23323
Incidence,Global,Both,All Ages,Diphtheria,Number,2008,8240.73152559,10690.4853033,6792.74917724
Incidence,Global,Both,All Ages,Whooping cough,Number,2008,14220700.5821,17632164.9108,11168822.0022
Incidence,Global,Both,All Ages,Tetanus,Number,2008,182807.50932,223729.145865,108663.615147
Incidence,Global,Both,All Ages,Measles,Number,2008,20743282.582,44578554.2362,7465141.52339
Incidence,Global,Both,All Ages,Varicella and herpes zoster,Number,2008,139410147.465,143576931.97,136026011.021
Incidence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2008,425242371.702,486104483.068,375705657.404
Incidence,Global,Both,All Ages,Other infectious diseases,Number,2004,7684.53804502,10684.4388798,5229.44260198
Incidence,Global,Both,All Ages,Ebola,Number,2003,376.351438032,465.286878306,280.467940728
Incidence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2003,8645661.20993,9797185.60108,7756716.52859
Incidence,Global,Both,All Ages,Zika virus,Number,2003,0.0,0.0,0.0
Incidence,Global,Both,All Ages,Guinea worm disease,Number,2003,20898.2908117,21309.0313467,20453.6210887
Incidence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2003,313786.152011,351490.171516,282855.52135
Incidence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2003,5209.44706798,5925.34602207,4590.60232045
Incidence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2003,1524756.11597,2176883.19463,1084819.7638
Incidence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2003,41972.2413888,59605.8683984,27647.3158408
Incidence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2003,335.788397678,527.608791549,212.681139352
Incidence,Global,Both,All Ages,Syphilis,Number,2007,35548266.7763,44007304.2844,28756979.4305
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2007,70880113.6661,84676554.6939,57804584.4134
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2007,160361929.938,196587449.104,128157579.255
Incidence,Global,Both,All Ages,Trichomoniasis,Number,2007,131440140.992,152800780.821,114187344.795
Incidence,Global,Both,All Ages,Genital herpes,Number,2007,53185108.2365,61465658.487,45997703.3777
Incidence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2007,40982830.147,48428197.6839,34107560.4867
Incidence,Global,Both,All Ages,Hepatitis,Number,2007,493650603.427,794756077.77,263015263.725
Incidence,Global,Both,All Ages,Acute hepatitis A,Number,2007,307693952.416,628587674.173,65302403.1801
Incidence,Global,Both,All Ages,Hepatitis B,Number,2007,151285129.825,187964143.167,118323491.374
Incidence,Global,Both,All Ages,Hepatitis C,Number,2007,6735248.46236,7424390.8286,6180462.85417
Incidence,Global,Both,All Ages,Acute hepatitis E,Number,2007,27936272.7243,30860549.687,25281859.6781
Incidence,Global,Both,All Ages,Leprosy,Number,2007,55020.6863771,57665.4646332,52418.7276186
Incidence,Global,Both,All Ages,African trypanosomiasis,Number,2009,14767.1451484,19035.4254995,11725.5910587
Incidence,Global,Both,All Ages,Schistosomiasis,Number,2009,84235255.9633,87991117.2911,80366377.0888
Incidence,Global,Both,All Ages,Cystic echinococcosis,Number,2009,247942.202303,314341.054045,203223.622167
Incidence,Global,Both,All Ages,Lymphatic filariasis,Number,2009,7814175.10154,8906750.78459,6771022.55741
Incidence,Global,Both,All Ages,Onchocerciasis,Number,2009,3043077.64426,4664293.47335,1880009.12453
Incidence,Global,Both,All Ages,Dengue,Number,2009,73127553.9368,111769097.439,41134270.7138
Incidence,Global,Both,All Ages,Yellow fever,Number,2009,124293.766519,293143.007071,35475.738191
Incidence,Global,Both,All Ages,Rabies,Number,2009,19677.4563124,26800.4300173,12054.9021726
Incidence,Global,Both,All Ages,Food-borne trematodiases,Number,2009,28617781.0744,35892671.5367,19843871.2754
Incidence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2009,506299864.336,551692833.545,463113282.09
Incidence,Global,Both,All Ages,Syphilis,Number,2009,36042272.152,44516832.6079,29159487.5161
Incidence,Global,Both,All Ages,Chlamydial infection,Number,2009,72384452.0644,86601260.7206,58941142.1113
Incidence,Global,Both,All Ages,Gonococcal infection,Number,2009,166773126.765,204626776.12,133053931.874
